,s1,s2,a,r,s_1,s_2
494,-0.31347113847732544,0.03105170466005802,2.0,0.01606007426780675,-0.2828930914402008,0.030578069388866425
495,-0.2828930914402008,0.030578069388866425,2.0,0.031786337779381196,-0.2529674470424652,0.02992563135921955
496,-0.2529674470424652,0.02992563135921955,0.0,0.05281132479666598,-0.22585579752922058,0.027111653238534927
497,-0.22585579752922058,0.027111653238534927,2.0,0.08037029987267434,-0.19969189167022705,0.026163902133703232
498,-0.19969189167022705,0.026163902133703232,2.0,0.11452606543802957,-0.17459262907505035,0.0250992588698864
499,-0.17459262907505035,0.0250992588698864,2.0,0.1550190839516729,-0.15065822005271912,0.023934420198202133
500,-0.15065822005271912,0.023934420198202133,2.0,0.20129693077954014,-0.1279727667570114,0.022685453295707703
501,-0.1279727667570114,0.022685453295707703,2.0,0.25255542333435876,-0.10660532116889954,0.021367443725466728
502,-0.10660532116889954,0.021367443725466728,2.0,0.30778737448453564,-0.08661110699176788,0.019994210451841354
503,-0.08661110699176788,0.019994210451841354,2.0,0.3658346353223562,-0.06803297996520996,0.01857812888920307
504,-0.06803297996520996,0.01857812888920307,2.0,0.4254401658586527,-0.05090296268463135,0.017130017280578613
505,-0.05090296268463135,0.017130017280578613,2.0,0.48529729268166244,-0.03524385020136833,0.015659110620617867
506,-0.03524385020136833,0.015659110620617867,2.0,0.5440944466804127,-0.021070778369903564,0.014173072762787342
507,-0.021070778369903564,0.014173072762787342,2.0,0.6005543216842016,-0.008392712101340294,0.012678065337240696
508,-0.008392712101340294,0.012678065337240696,2.0,0.6534668684465637,0.0027861460112035275,0.011178857646882534
509,0.0027861460112035275,0.011178857646882534,2.0,0.7017163489491213,0.012465091422200203,0.009678944945335388
510,0.012465091422200203,0.009678944945335388,2.0,0.7443027474237498,0.020645784214138985,0.008180692791938782
511,0.020645784214138985,0.008180692791938782,2.0,0.7803582414856842,0.027331270277500153,0.0066854869946837425
512,0.027331270277500153,0.0066854869946837425,2.0,0.8091594553504589,0.03252515569329262,0.0051938858814537525
513,0.03252515569329262,0.0051938858814537525,0.0,0.8187706817373659,0.03423093631863594,0.0017057775985449553
514,0.03423093631863594,0.0017057775985449553,2.0,0.820009819857951,0.03444988280534744,0.0002189482911489904
515,0.03444988280534744,0.0002189482911489904,2.0,0.8128524486420277,0.03318217024207115,-0.0012677120976150036
516,0.03318217024207115,-0.0012677120976150036,2.0,0.7974400083135168,0.030426835641264915,-0.002755335532128811
517,0.030426835641264915,-0.002755335532128811,2.0,0.7740785428107056,0.026181908324360847,-0.004244927782565355
518,0.026181908324360847,-0.004244927782565355,2.0,0.7432357785073006,0.020444687455892563,-0.00573721993714571
519,0.020444687455892563,-0.00573721993714571,2.0,0.7055362093605944,0.013212168589234352,-0.007232518866658211
520,0.013212168589234352,-0.007232518866658211,2.0,0.661753663908131,0.004481613636016846,-0.008730554953217506
521,0.004481613636016846,-0.008730554953217506,2.0,0.6128008375253414,-0.005748715717345476,-0.01023032981902361
522,-0.005748715717345476,-0.01023032981902361,2.0,0.5597150206038088,-0.01747867278754711,-0.011729957535862923
523,-0.01747867278754711,-0.011729957535862923,2.0,0.503639280984008,-0.030705194920301437,-0.013226521201431751
524,-0.030705194920301437,-0.013226521201431751,2.0,0.4457985033893031,-0.045421116054058075,-0.014715922065079212
525,-0.045421116054058075,-0.014715922065079212,2.0,0.38746963998463213,-0.061613865196704865,-0.01619274914264679
526,-0.061613865196704865,-0.01619274914264679,2.0,0.32994610411459596,-0.07926402986049652,-0.017650162801146507
527,-0.07926402986049652,-0.017650162801146507,2.0,0.2744963584928172,-0.09834384173154831,-0.019079813733696938
528,-0.09834384173154831,-0.019079813733696938,2.0,0.22231741853296239,-0.11881563812494278,-0.02047179639339447
529,-0.11881563812494278,-0.02047179639339447,2.0,0.1744848682239995,-0.14063028991222382,-0.021814651787281036
530,-0.14063028991222382,-0.021814651787281036,2.0,0.13190135875794257,-0.16372573375701904,-0.023095441982150078
531,-0.16372573375701904,-0.023095441982150078,2.0,0.09524673541724261,-0.18802562355995178,-0.02429988794028759
532,-0.18802562355995178,-0.02429988794028759,2.0,0.06493339047256066,-0.2134382128715515,-0.02541259489953518
533,-0.2134382128715515,-0.02541259489953518,2.0,0.04107102041223541,-0.2398555725812912,-0.026417363435029984
534,-0.2398555725812912,-0.026417363435029984,2.0,0.023445178898693405,-0.26715317368507385,-0.027297591790556908
535,-0.26715317368507385,-0.027297591790556908,2.0,0.011513548470566428,-0.29518991708755493,-0.02803673967719078
536,-0.29518991708755493,-0.02803673967719078,2.0,0.004422981618608759,-0.3238087594509125,-0.028618860989809036
537,-0.3238087594509125,-0.028618860989809036,2.0,0.001049006123525641,-0.3528379499912262,-0.02902916632592678
538,-0.3528379499912262,-0.02902916632592678,2.0,5.7425170979292444e-05,-0.38209253549575806,-0.02925458736717701
539,-0.38209253549575806,-0.02925458736717701,2.0,-0.1,-0.41137683391571045,-0.029284292832016945
540,-0.41137683391571045,-0.029284292832016945,2.0,-0.1,-0.44048696756362915,-0.029110148549079895
541,-0.44048696756362915,-0.029110148549079895,2.0,-0.1,-0.4692140221595764,-0.02872704714536667
542,-0.4692140221595764,-0.02872704714536667,2.0,-0.1,-0.4973471462726593,-0.028133125975728035
543,-0.4973471462726593,-0.028133125975728035,2.0,-0.1,-0.5246769785881042,-0.027329809963703156
544,-0.5246769785881042,-0.027329809963703156,2.0,-0.1,-0.5509986877441406,-0.02632172405719757
545,-0.5509986877441406,-0.02632172405719757,2.0,-0.1,-0.5761151313781738,-0.025116456672549248
546,-0.5761151313781738,-0.025116456672549248,2.0,-0.1,-0.5998393297195435,-0.023724211379885674
547,-0.5998393297195435,-0.023724211379885674,2.0,-0.1,-0.6219967007637024,-0.022157378494739532
548,-0.6219967007637024,-0.022157378494739532,2.0,-0.1,-0.6424267888069153,-0.0204300656914711
549,-0.6424267888069153,-0.0204300656914711,2.0,-0.1,-0.6609843969345093,-0.018557611852884293
550,-0.6609843969345093,-0.018557611852884293,2.0,-0.1,-0.6775405406951904,-0.0165561456233263
551,-0.6775405406951904,-0.0165561456233263,2.0,-0.1,-0.6919827461242676,-0.014442188665270805
552,-0.6919827461242676,-0.014442188665270805,2.0,-0.1,-0.7042150497436523,-0.012232337146997452
553,-0.7042150497436523,-0.012232337146997452,2.0,-0.1,-0.7141581177711487,-0.009943035431206226
554,-0.7141581177711487,-0.009943035431206226,2.0,-0.1,-0.7217485308647156,-0.0075904252007603645
555,-0.7217485308647156,-0.0075904252007603645,0.0,-0.1,-0.7289388179779053,-0.00719029363244772
556,-0.7289388179779053,-0.00719029363244772,2.0,-0.1,-0.7336846590042114,-0.004745814949274063
557,-0.7336846590042114,-0.004745814949274063,2.0,-0.1,-0.7359570860862732,-0.002272432902827859
558,-0.7359570860862732,-0.002272432902827859,2.0,-0.1,-0.7357423901557922,0.0002146837068721652
559,-0.7357423901557922,0.0002146837068721652,2.0,-0.1,-0.7330418825149536,0.002700505778193474
560,-0.7330418825149536,0.002700505778193474,2.0,-0.1,-0.7278718948364258,0.005169990938156843
561,-0.7278718948364258,0.005169990938156843,2.0,-0.1,-0.7202639579772949,0.007607930805534124
562,-0.7202639579772949,0.007607930805534124,2.0,-0.1,-0.7102651596069336,0.009998824447393417
563,-0.7102651596069336,0.009998824447393417,2.0,-0.1,-0.6979383230209351,0.012326788157224655
564,-0.6979383230209351,0.012326788157224655,2.0,-0.1,-0.6833628416061401,0.014575531706213951
565,-0.6833628416061401,0.014575531706213951,2.0,-0.1,-0.6666343808174133,0.016728410497307777
566,-0.6666343808174133,0.016728410497307777,2.0,-0.1,-0.6478658318519592,0.0187685564160347
567,-0.6478658318519592,0.0187685564160347,1.0,-0.1,-0.6281867027282715,0.019679121673107147
568,-0.6281867027282715,0.019679121673107147,2.0,-0.1,-0.6067360043525696,0.021450722590088844
569,-0.6067360043525696,0.021450722590088844,0.0,-0.1,-0.5856682062149048,0.02106780745089054
570,-0.5856682062149048,0.02106780745089054,2.0,-0.1,-0.5631375312805176,0.02253064326941967
571,-0.5631375312805176,0.02253064326941967,2.0,-0.1,-0.5393110513687134,0.023826489225029945
572,-0.5393110513687134,0.023826489225029945,2.0,-0.1,-0.5143668055534363,0.024944286793470383
573,-0.5143668055534363,0.024944286793470383,2.0,-0.1,-0.4884917140007019,0.02587505616247654
574,-0.4884917140007019,0.02587505616247654,2.0,-0.1,-0.4618794918060303,0.026612240821123123
575,-0.4618794918060303,0.026612240821123123,2.0,-0.1,-0.4347274899482727,0.027151985093951225
576,-0.4347274899482727,0.027151985093951225,2.0,-0.1,-0.40723419189453125,0.027493320405483246
577,-0.40723419189453125,0.027493320405483246,2.0,8.494702429654504e-05,-0.37959596514701843,0.027638204395771027
578,-0.37959596514701843,0.027638204395771027,2.0,0.0011056091105572279,-0.3520044982433319,0.027591465041041374
579,-0.3520044982433319,0.027591465041041374,2.0,0.004279125950944089,-0.32464390993118286,0.027360599488019943
580,-0.32464390993118286,0.027360599488019943,2.0,0.010709626282770411,-0.29768842458724976,0.02695547044277191
581,-0.29768842458724976,0.02695547044277191,0.0,0.020338757099822136,-0.27330052852630615,0.0243879035115242
582,-0.27330052852630615,0.0243879035115242,2.0,0.03400825866143499,-0.24961836636066437,0.02368216961622238
583,-0.24961836636066437,0.02368216961622238,2.0,0.05198633044459906,-0.22676736116409302,0.022850997745990753
584,-0.22676736116409302,0.022850997745990753,2.0,0.07430877190352943,-0.20485982298851013,0.021907541900873184
585,-0.20485982298851013,0.021907541900873184,2.0,0.10078419700214628,-0.1839948296546936,0.020865000784397125
586,-0.1839948296546936,0.020865000784397125,2.0,0.1310110442990089,-0.16425853967666626,0.019736286252737045
587,-0.16425853967666626,0.019736286252737045,2.0,0.16440385518041523,-0.1457248032093048,0.018533729016780853
588,-0.1457248032093048,0.018533729016780853,2.0,0.20022618129019265,-0.12845595180988312,0.017268849536776543
589,-0.12845595180988312,0.017268849536776543,2.0,0.23762739633060778,-0.11250375956296921,0.015952199697494507
590,-0.11250375956296921,0.015952199697494507,2.0,0.2756809916146381,-0.09791051596403122,0.014593245461583138
591,-0.09791051596403122,0.014593245461583138,2.0,0.3134222189836782,-0.08471019566059113,0.013200320303440094
592,-0.08471019566059113,0.013200320303440094,2.0,0.34988378956728855,-0.07292957603931427,0.011780614033341408
593,-0.07292957603931427,0.011780614033341408,2.0,0.3841282815402405,-0.0625893697142601,0.010340211912989616
594,-0.0625893697142601,0.010340211912989616,2.0,0.41527697505756295,-0.05370521545410156,0.008884153328835964
595,-0.05370521545410156,0.008884153328835964,2.0,0.44253422305002255,-0.046288684010505676,0.007416530977934599
596,-0.046288684010505676,0.007416530977934599,2.0,0.46520794781594704,-0.04034808650612831,0.005940597038716078
597,-0.04034808650612831,0.005940597038716078,2.0,0.48272600214988304,-0.03588919714093208,0.004458889365196228
598,-0.03588919714093208,0.004458889365196228,2.0,0.49464880872642425,-0.03291583061218262,0.002973365830257535
599,-0.03291583061218262,0.002973365830257535,2.0,0.5006784959560474,-0.031430285423994064,0.0014855448389425874
600,-0.031430285423994064,0.0014855448389425874,2.0,0.5006648477234826,-0.03143363445997238,-3.349968210386578e-06
601,-0.03143363445997238,-3.349968210386578e-06,2.0,0.49460819416690227,-0.03292587772011757,-0.0014922423288226128
602,-0.03292587772011757,-0.0014922423288226128,2.0,0.4826594342341666,-0.03590593487024307,-0.0029800559859722853
603,-0.03590593487024307,-0.0029800559859722853,2.0,0.4651170981916456,-0.040371499955654144,-0.004465566016733646
604,-0.040371499955654144,-0.004465566016733646,2.0,0.4424213813255992,-0.04631875082850456,-0.005947252735495567
605,-0.04631875082850456,-0.005947252735495567,2.0,0.41514499163071106,-0.053741905838251114,-0.007423155475407839
606,-0.053741905838251114,-0.007423155475407839,2.0,0.3839805069369257,-0.06263264268636703,-0.008890733122825623
607,-0.06263264268636703,-0.008890733122825623,2.0,0.3497239941818847,-0.07297937572002411,-0.010346731171011925
608,-0.07297937572002411,-0.010346731171011925,2.0,0.3132545595015386,-0.08476642519235611,-0.0117870531976223
609,-0.08476642519235611,-0.0117870531976223,2.0,0.27550974705043757,-0.09797307848930359,-0.013206652365624905
610,-0.09797307848930359,-0.013206652365624905,2.0,0.23745693476155716,-0.11257252097129822,-0.014599441550672054
611,-0.11257252097129822,-0.014599441550672054,0.0,0.19567154133622927,-0.13053074479103088,-0.017958225682377815
612,-0.13053074479103088,-0.017958225682377815,2.0,0.1566258269484602,-0.14979971945285797,-0.019268982112407684
613,-0.14979971945285797,-0.019268982112407684,2.0,0.12116210491151477,-0.17032048106193542,-0.020520752295851707
614,-0.17032048106193542,-0.020520752295851707,2.0,0.08996067093457537,-0.1920219212770462,-0.02170143835246563
615,-0.1920219212770462,-0.02170143835246563,2.0,0.06350135470666825,-0.21481989324092865,-0.022797970101237297
616,-0.21481989324092865,-0.022797970101237297,1.0,0.041255293278373587,-0.23961642384529114,-0.024796530604362488
617,-0.23961642384529114,-0.024796530604362488,2.0,0.02444315224249794,-0.2652943730354309,-0.025677941739559174
618,-0.2652943730354309,-0.025677941739559174,2.0,0.0126948476623443,-0.2917214334011078,-0.026427077129483223
619,-0.2917214334011078,-0.026427077129483223,2.0,0.0053636349609200015,-0.31875067949295044,-0.02702925354242325
620,-0.31875067949295044,-0.02702925354242325,2.0,0.0015553497372120591,-0.3462214171886444,-0.027470719069242477
621,-0.3462214171886444,-0.027470719069242477,2.0,0.0001765611669634624,-0.37396055459976196,-0.02773914858698845
622,-0.37396055459976196,-0.02773914858698845,2.0,-0.1,-0.4017846882343292,-0.027824118733406067
623,-0.4017846882343292,-0.027824118733406067,2.0,-0.1,-0.4295021891593933,-0.027717523276805878
624,-0.4295021891593933,-0.027717523276805878,2.0,-0.1,-0.45691612362861633,-0.02741391211748123
625,-0.45691612362861633,-0.02741391211748123,2.0,-0.1,-0.48382681608200073,-0.026910703629255295
626,-0.48382681608200073,-0.026910703629255295,2.0,-0.1,-0.5100350975990295,-0.026208287104964256
627,-0.5100350975990295,-0.026208287104964256,2.0,-0.1,-0.5353450775146484,-0.025309985503554344
628,-0.5353450775146484,-0.025309985503554344,2.0,-0.1,-0.5595669746398926,-0.024221906438469887
629,-0.5595669746398926,-0.024221906438469887,2.0,-0.1,-0.5825196504592896,-0.022952668368816376
630,-0.5825196504592896,-0.022952668368816376,2.0,-0.1,-0.6040326952934265,-0.021513059735298157
631,-0.6040326952934265,-0.021513059735298157,2.0,-0.1,-0.623948335647583,-0.019915642216801643
632,-0.623948335647583,-0.019915642216801643,2.0,-0.1,-0.6421226859092712,-0.018174337223172188
633,-0.6421226859092712,-0.018174337223172188,2.0,-0.1,-0.6584267020225525,-0.016304021701216698
634,-0.6584267020225525,-0.016304021701216698,2.0,-0.1,-0.6727468967437744,-0.014320160262286663
635,-0.6727468967437744,-0.014320160262286663,2.0,-0.1,-0.6849853992462158,-0.012238502502441406
636,-0.6849853992462158,-0.012238502502441406,1.0,-0.1,-0.6960602402687073,-0.011074841022491455
637,-0.6960602402687073,-0.011074841022491455,2.0,-0.1,-0.7048985362052917,-0.008838319219648838
638,-0.7048985362052917,-0.008838319219648838,2.0,-0.1,-0.7114431858062744,-0.00654462818056345
639,-0.7114431858062744,-0.00654462818056345,2.0,-0.1,-0.715652346611023,-0.004209186881780624
640,-0.715652346611023,-0.004209186881780624,2.0,-0.1,-0.7174995541572571,-0.001847165753133595
641,-0.7174995541572571,-0.001847165753133595,2.0,-0.1,-0.716973066329956,0.000526451738551259
642,-0.716973066329956,0.000526451738551259,2.0,-0.1,-0.7140762805938721,0.002896768506616354
643,-0.7140762805938721,0.002896768506616354,2.0,-0.1,-0.7088274359703064,0.005248862784355879
644,-0.7088274359703064,0.005248862784355879,2.0,-0.1,-0.7012597918510437,0.007567678112536669
645,-0.7012597918510437,0.007567678112536669,2.0,-0.1,-0.6914218068122864,0.009837940335273743
646,-0.6914218068122864,0.009837940335273743,2.0,-0.1,-0.6793777346611023,0.012044107541441917
647,-0.6793777346611023,0.012044107541441917,2.0,-0.1,-0.6652073264122009,0.014170383103191853
648,-0.6652073264122009,0.014170383103191853,2.0,-0.1,-0.6490065455436707,0.01620078831911087
649,-0.6490065455436707,0.01620078831911087,2.0,-0.1,-0.6308872103691101,0.018119314685463905
650,-0.6308872103691101,0.018119314685463905,2.0,-0.1,-0.610977053642273,0.019910156726837158
651,-0.610977053642273,0.019910156726837158,2.0,-0.1,-0.5894190669059753,0.021558014675974846
652,-0.5894190669059753,0.021558014675974846,0.0,-0.1,-0.5683705806732178,0.021048463881015778
653,-0.5683705806732178,0.021048463881015778,2.0,-0.1,-0.5459873676300049,0.022383244708180428
654,-0.5459873676300049,0.022383244708180428,2.0,-0.1,-0.5224363207817078,0.023551031947135925
655,-0.5224363207817078,0.023551031947135925,2.0,-0.1,-0.4978939890861511,0.024542314931750298
656,-0.4978939890861511,0.024542314931750298,2.0,-0.1,-0.47254428267478943,0.02534971944987774
657,-0.47254428267478943,0.02534971944987774,2.0,-0.1,-0.44657596945762634,0.02596830576658249
658,-0.44657596945762634,0.02596830576658249,2.0,-0.1,-0.42018020153045654,0.026395762339234352
659,-0.42018020153045654,0.026395762339234352,2.0,2.686215664806212e-06,-0.3935477137565613,0.026632506400346756
660,-0.3935477137565613,0.026632506400346756,2.0,0.00036376484443766366,-0.36686602234840393,0.026681682094931602
661,-0.36686602234840393,0.026681682094931602,2.0,0.002125943399045198,-0.3403170108795166,0.026549024507403374
662,-0.3403170108795166,0.026549024507403374,2.0,0.006344073651413355,-0.3140743672847748,0.026242636144161224
663,-0.3140743672847748,0.026242636144161224,2.0,0.013936047454961385,-0.2883017063140869,0.025772657245397568
664,-0.2883017063140869,0.025772657245397568,2.0,0.025628689439963576,-0.2631508409976959,0.025150876492261887
665,-0.2631508409976959,0.025150876492261887,2.0,0.041919293812059805,-0.2387605458498001,0.024390291422605515
666,-0.2387605458498001,0.024390291422605515,2.0,0.06305388195901895,-0.21525588631629944,0.02350465953350067
667,-0.21525588631629944,0.02350465953350067,2.0,0.0890219994913789,-0.1927478164434433,0.022508064284920692
668,-0.1927478164434433,0.022508064284920692,1.0,0.11800446811421869,-0.17233331501483917,0.020414505153894424
669,-0.17233331501483917,0.020414505153894424,2.0,0.150523777260951,-0.15309207141399384,0.01924123987555504
670,-0.15309207141399384,0.01924123987555504,2.0,0.18590298741332462,-0.13509176671504974,0.01800030656158924
671,-0.13509176671504974,0.01800030656158924,2.0,0.22333104922800728,-0.11838894337415695,0.016702821478247643
672,-0.11838894337415695,0.016702821478247643,2.0,0.26190110382773646,-0.10303009301424026,0.015358850359916687
673,-0.10303009301424026,0.015358850359916687,2.0,0.30064922693827434,-0.08905276656150818,0.013977323658764362
674,-0.08905276656150818,0.013977323658764362,2.0,0.3385916018172004,-0.07648675888776779,0.012566011399030685
675,-0.07648675888776779,0.012566011399030685,2.0,0.3747590842762215,-0.06535521894693375,0.011131538078188896
676,-0.06535521894693375,0.011131538078188896,2.0,0.4082279108024609,-0.05567578598856926,0.009679436683654785
677,-0.05567578598856926,0.009679436683654785,2.0,0.4381465961437978,-0.047461558133363724,0.008214227855205536
678,-0.047461558133363724,0.008214227855205536,2.0,0.4637583694920181,-0.04072203114628792,0.006739526987075806
679,-0.04072203114628792,0.006739526987075806,2.0,0.48441963445725955,-0.03546386957168579,0.005258159711956978
680,-0.03546386957168579,0.005258159711956978,2.0,0.4996144207593778,-0.031691573560237885,0.003772295080125332
681,-0.031691573560237885,0.003772295080125332,2.0,0.5089652805838178,-0.029407989233732224,0.002283585723489523
682,-0.029407989233732224,0.002283585723489523,2.0,0.5122408329398191,-0.028614681214094162,0.0007933086599223316
683,-0.028614681214094162,0.0007933086599223316,2.0,0.5093601913261817,-0.029312165454030037,-0.0006974854622967541
684,-0.029312165454030037,-0.0006974854622967541,2.0,0.5003944695380023,-0.031499993056058884,-0.0021878257393836975
685,-0.031499993056058884,-0.0021878257393836975,2.0,0.48556550749507565,-0.03517666459083557,-0.0036766710691154003
686,-0.03517666459083557,-0.0036766710691154003,2.0,0.4652415586695876,-0.04033942520618439,-0.00516276340931654
687,-0.04033942520618439,-0.00516276340931654,2.0,0.4399299396883819,-0.046983905136585236,-0.006644478999078274
688,-0.046983905136585236,-0.006644478999078274,2.0,0.41026645787335564,-0.055103592574596405,-0.00811968557536602
689,-0.055103592574596405,-0.00811968557536602,2.0,0.37700111830877625,-0.06468919664621353,-0.009585604071617126
690,-0.06468919664621353,-0.009585604071617126,2.0,0.34097998903766663,-0.07572786509990692,-0.011038674041628838
691,-0.07572786509990692,-0.011038674041628838,2.0,0.3031228672564462,-0.08820230513811111,-0.01247443538159132
692,-0.08820230513811111,-0.01247443538159132,0.0,0.2591075793246941,-0.10408972948789597,-0.01588742434978485
693,-0.10408972948789597,-0.01588742434978485,1.0,0.21402460322110906,-0.12235625088214874,-0.018266521394252777
694,-0.12235625088214874,-0.018266521394252777,2.0,0.17182254993055945,-0.14195622503757477,-0.019599979743361473
695,-0.14195622503757477,-0.019599979743361473,2.0,0.13340230228405797,-0.16283290088176727,-0.020876679569482803
696,-0.16283290088176727,-0.020876679569482803,2.0,0.09949864248091238,-0.18491718173027039,-0.022084275260567665
697,-0.18491718173027039,-0.022084275260567665,2.0,0.0706390400822432,-0.20812653005123138,-0.023209353908896446
698,-0.20812653005123138,-0.023209353908896446,2.0,0.04710860627867881,-0.2323642075061798,-0.02423766814172268
699,-0.2323642075061798,-0.02423766814172268,2.0,0.028925046937360838,-0.2575186491012573,-0.02515444904565811
700,-0.2575186491012573,-0.02515444904565811,2.0,0.015826570732048354,-0.28346341848373413,-0.025944771245121956
701,-0.28346341848373413,-0.025944771245121956,2.0,0.007276053059070806,-0.3100574314594269,-0.026593996211886406
702,-0.3100574314594269,-0.026593996211886406,2.0,0.002483166765636014,-0.3371456563472748,-0.027088236063718796
703,-0.3371456563472748,-0.027088236063718796,2.0,0.000445104738758094,-0.3645605146884918,-0.027414843440055847
704,-0.3645605146884918,-0.027414843440055847,2.0,4.886705655248495e-06,-0.39212340116500854,-0.027562890201807022
705,-0.39212340116500854,-0.027562890201807022,2.0,-0.1,-0.4196469783782959,-0.02752358466386795
706,-0.4196469783782959,-0.02752358466386795,2.0,-0.1,-0.446937620639801,-0.027290647849440575
707,-0.446937620639801,-0.027290647849440575,2.0,-0.1,-0.4737981855869293,-0.02686055190861225
708,-0.4737981855869293,-0.02686055190861225,2.0,-0.1,-0.5000308156013489,-0.02623266912996769
709,-0.5000308156013489,-0.02623266912996769,2.0,-0.1,-0.5254400968551636,-0.025409281253814697
710,-0.5254400968551636,-0.025409281253814697,2.0,-0.1,-0.5498356223106384,-0.024395469576120377
711,-0.5498356223106384,-0.024395469576120377,2.0,-0.1,-0.5730344653129578,-0.023198897019028664
712,-0.5730344653129578,-0.023198897019028664,2.0,-0.1,-0.5948639512062073,-0.02182948775589466
713,-0.5948639512062073,-0.02182948775589466,2.0,-0.1,-0.6151630282402039,-0.02029906027019024
714,-0.6151630282402039,-0.02029906027019024,2.0,-0.1,-0.6337839961051941,-0.0186209324747324
715,-0.6337839961051941,-0.0186209324747324,2.0,-0.1,-0.6505934596061707,-0.016809511929750443
716,-0.6505934596061707,-0.016809511929750443,2.0,-0.1,-0.6654734015464783,-0.014879925176501274
717,-0.6654734015464783,-0.014879925176501274,2.0,-0.1,-0.678321123123169,-0.012847702950239182
718,-0.678321123123169,-0.012847702950239182,2.0,-0.1,-0.6890496015548706,-0.010728507302701473
719,-0.6890496015548706,-0.010728507302701473,2.0,-0.1,-0.6975875496864319,-0.008537953719496727
720,-0.6975875496864319,-0.008537953719496727,2.0,-0.1,-0.7038790583610535,-0.00629149004817009
721,-0.7038790583610535,-0.00629149004817009,2.0,-0.1,-0.7078834176063538,-0.004004347138106823
722,-0.7078834176063538,-0.004004347138106823,2.0,-0.1,-0.7095749378204346,-0.0016915519954636693
723,-0.7095749378204346,-0.0016915519954636693,2.0,-0.1,-0.7089429497718811,0.0006320230895653367
724,-0.7089429497718811,0.0006320230895653367,2.0,-0.1,-0.7059913873672485,0.0029515745118260384
725,-0.7059913873672485,0.0029515745118260384,2.0,-0.1,-0.7007390856742859,0.005252272356301546
726,-0.7007390856742859,0.005252272356301546,2.0,-0.1,-0.6932199001312256,0.007519169244915247
727,-0.6932199001312256,0.007519169244915247,2.0,-0.1,-0.6834827661514282,0.009737132117152214
728,-0.6834827661514282,0.009737132117152214,2.0,-0.1,-0.6715919971466064,0.011890808120369911
729,-0.6715919971466064,0.011890808120369911,2.0,-0.1,-0.6576273441314697,0.013964650221168995
730,-0.6576273441314697,0.013964650221168995,2.0,-0.1,-0.641684353351593,0.015942996367812157
731,-0.641684353351593,0.015942996367812157,2.0,-0.1,-0.6238741278648376,0.01781022921204567
732,-0.6238741278648376,0.01781022921204567,2.0,-0.1,-0.6043230891227722,0.019551003351807594
733,-0.6043230891227722,0.019551003351807594,2.0,-0.1,-0.5831725597381592,0.021150534972548485
734,-0.5831725597381592,0.021150534972548485,2.0,-0.1,-0.5605776309967041,0.022594962269067764
735,-0.5605776309967041,0.022594962269067764,2.0,-0.1,-0.5367058515548706,0.023871736600995064
736,-0.5367058515548706,0.023871736600995064,2.0,-0.1,-0.5117358565330505,0.02497001364827156
737,-0.5117358565330505,0.02497001364827156,2.0,-0.1,-0.4858548045158386,0.02588106133043766
738,-0.4858548045158386,0.02588106133043766,2.0,-0.1,-0.45925620198249817,0.02659858576953411
739,-0.45925620198249817,0.02659858576953411,2.0,-0.1,-0.4321371912956238,0.02711900696158409
740,-0.4321371912956238,0.02711900696158409,2.0,-0.1,-0.404695600271225,0.02744162082672119
741,-0.404695600271225,0.02744162082672119,2.0,0.00011966621578556287,-0.3771269619464874,0.02756863832473755
742,-0.3771269619464874,0.02756863832473755,2.0,0.001278577629147242,-0.34962183237075806,0.027505112811923027
743,-0.34962183237075806,0.027505112811923027,2.0,0.0046795535003510795,-0.32236310839653015,0.027258725836873055
744,-0.32236310839653015,0.027258725836873055,2.0,0.0114039172165325,-0.29552364349365234,0.026839479804039
745,-0.29552364349365234,0.026839479804039,2.0,0.022345094058880136,-0.2692643404006958,0.026259297505021095
746,-0.2692643404006958,0.026259297505021095,2.0,0.038159586191171165,-0.2437327802181244,0.025531558319926262
747,-0.2437327802181244,0.025531558319926262,2.0,0.059236348553969004,-0.21906214952468872,0.024670621380209923
748,-0.21906214952468872,0.024670621380209923,2.0,0.08568459861416843,-0.19537080824375153,0.023691337555646896
749,-0.19537080824375153,0.023691337555646896,2.0,0.11733879966844282,-0.1727622151374817,0.022608593106269836
750,-0.1727622151374817,0.022608593106269836,2.0,0.15377821174971643,-0.1513253003358841,0.021436920389533043
751,-0.1513253003358841,0.021436920389533043,2.0,0.19435784798988262,-0.13113515079021454,0.020190143957734108
752,-0.13113515079021454,0.020190143957734108,2.0,0.23824714845946,-0.11225403845310211,0.018881121650338173
753,-0.11225403845310211,0.018881121650338173,2.0,0.2844734705015018,-0.09473248571157455,0.01752154715359211
754,-0.09473248571157455,0.01752154715359211,2.0,0.33196661404488614,-0.07861065864562988,0.01612183079123497
755,-0.07861065864562988,0.01612183079123497,2.0,0.3796028416173226,-0.06391962617635727,0.01469102967530489
756,-0.06391962617635727,0.01469102967530489,2.0,0.4262457047614307,-0.05068277195096016,0.013236853294074535
757,-0.05068277195096016,0.013236853294074535,2.0,0.47078308725070794,-0.03891707584261894,0.011765696108341217
758,-0.03891707584261894,0.011765696108341217,2.0,0.5121594021896819,-0.028634361922740936,0.010282715782523155
759,-0.028634361922740936,0.010282715782523155,2.0,0.5494028883577484,-0.019842427223920822,0.00879193376749754
760,-0.019842427223920822,0.00879193376749754,2.0,0.5816479796066035,-0.01254606619477272,0.007296361960470676
